business_name,business_category,address,city,state,pincode,latitude,longitude,phone_number,website,email,opening_hours,open_now,rating,review_count,description,services,business_status,source_url,collected_timestamp
Asian Paints Beautiful Homes Painting Service,Painter,"MHU] NO. 22, MAHALAXMI HARDWARE & SANITARY, 3 Halasuru, Halasuru, Udani Layout, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,12.974389,77.627014,08071681572,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,23,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.974389,77.627014,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17255aaf3fa3:0xdde89f9e3cdc265e!8m2!3d12.974389!4d77.627014!16s%2Fg%2F11wj7qv_tr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:10.915733
Asian Paints Beautiful Homes Painting Service,Painter,"Bharat Traders. 308, 15TH CROSS, Outer Ring Rd, 5th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,Karnataka,560078,12.9061388,77.5929078,08071681506,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,4.5,10,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9061388,77.5929078,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15ae2b0b4379:0x713f5ae46bfea1e5!8m2!3d12.9061388!4d77.5929078!16s%2Fg%2F11v9k4tklp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:16.761458
Pro finish car care,Auto body shop,"2/1, Tavarekere Main Rd, opp. to MAJESTIC RESIDENCY, Tavarekere, Balaji Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.925058,77.6081932,09986515083,,,Saturday9:30 am–7 pmSunday9:30 am–5 pmMonday9:30 am–7 pmTuesday9:30 am–7 pmWednesday9:30 am–7 pmThursday9:30 am–7 pmFriday9:30 am–7 pmSuggest new hours,,5.0,18,,,Operational,"https://www.google.com/maps/place/Pro+finish+car+care/@12.925058,77.6081932,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae154214702e0f:0x2042aa275ad334fb!8m2!3d12.925058!4d77.6081932!16s%2Fg%2F11x_4wmw92?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:30.534150
Painting contractors in Bangalore waterproofing tiles floor cleaning,Painter,"224,2nd Cross,2nd Main, KS bakery road, Vijayananda Nagar, Nandini Layout, Bengaluru, Karnataka 560096",Bangalore,Karnataka,560096,13.0110017,77.5396596,07259818235,http://www.slgpainters.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.9,324,,,Operational,"https://www.google.com/maps/place/Painting+contractors+in+Bangalore+waterproofing+tiles+floor+cleaning/@13.0110017,77.5396596,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d723f97ac83:0x5c3c3dd994342c4f!8m2!3d13.0110017!4d77.5396596!16s%2Fg%2F11wc3jwbjn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:36.866279
Painting Services in Bangalore,Painting,"7th B Cross Road, Ganapathy Nagar, Dodda Nekkundi Extension, Chinnapanna Halli, Bengaluru, Karnataka 560058",Bangalore,Karnataka,560058,13.0176505,77.5137464,07411968998,https://paintingservicesinbangalore.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,34,,,Operational,"https://www.google.com/maps/place/Painting+Services+in+Bangalore/@13.0176505,77.5137464,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3dcbea8bd515:0x4ea07230a24b66bf!8m2!3d13.0176505!4d77.5137464!16s%2Fg%2F11y485hk3l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:43.113427
Asian Paints Beautiful Homes Painting Service,Painter,"Balaji Paints And H/W Supplies NO. 3 18TH A CROSS, Chinmaya Mission Hospital Rd, opposite Metro Pillar 96 Halasuru, LAKSHMIPURAM, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,12.9785908,77.6314339,08071682964,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,15,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9785908,77.6314339,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae174e7fa27591:0x325948dc2349c95b!8m2!3d12.9785908!4d77.6314339!16s%2Fg%2F11w8ng73y0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:49.175106
Asian Paints Beautiful Homes Painting Service,Painter,"AMAR HARDWARE.35/1 , K.M.PLAZA , OPP COMFORT SPECIALITY HOSPITAL PAST C.V.RAMANN, RMV 2nd stage, Kaggadasapura, Bengaluru, Karnataka 560093",Bangalore,Karnataka,560093,12.9818559,77.6804591,08071681757,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,13,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9818559,77.6804591,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae110509dece85:0x46a9b6e0944fd3dc!8m2!3d12.9818559!4d77.6804591!16s%2Fg%2F11y449rx5h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:58:55.555141
Smart Lio Painter's,Painter,"near good shaped school, Akshaya Nagar 2nd Block, Akshaya Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Bangalore,Karnataka,560016,13.0199656,77.6867814,08073103192,,,,,4.9,24,,,Operational,"https://www.google.com/maps/place/Smart+Lio+Painter's/@13.0199656,77.6867814,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11fb59bd927b:0xbb24680a5ef0657d!8m2!3d13.0199656!4d77.6867814!16s%2Fg%2F11nnvj89y1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:04.099405
Sri balaji painting service,Painter,"85, 9th cross, Pillappa Block, 6th main, Ganganagar, Bengaluru, Karnataka 560032",Bangalore,Karnataka,560032,13.0261838,77.5900495,09738814848,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,4.8,186,,,Operational,"https://www.google.com/maps/place/Sri+balaji+painting+service/@13.0261838,77.5900495,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1749f295b45f:0x68d526def495614!8m2!3d13.0261838!4d77.5900495!16s%2Fg%2F11h7cpd1n8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:11.935889
Shahza Home painting and Waterproofing work,Painter,"230, 5th Cross Rd, HRBR Layout 3rd Block, Stage 1, Kalyan Nagar, Bengaluru, Karnataka 560043",Bangalore,Karnataka,560043,13.0250503,77.6283797,09845002757,https://sites.google.com/view/shahza-home-painting-waterproo/home?authuser=5,,Saturday8 am–10 pmSunday7 am–8 pmMonday8 am–10 pmTuesday8 am–10 pmWednesday8 am–10 pmThursday8 am–10 pmFriday8 am–10 pmSuggest new hours,,4.9,130,,,Operational,"https://www.google.com/maps/place/Shahza+Home+painting+and+Waterproofing+work/@13.0250503,77.6283797,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae177bd3edcbdf:0xb6eed1048e3873d5!8m2!3d13.0250503!4d77.6283797!16s%2Fg%2F11rc7nzv4l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:24.971491
Mathaji Hardware,Hardware store,"150/1, Hosur Rd, opp. KEB Power Station, Kaveri Layout, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,,,09880302221,https://mathajihardwarestore.com/,,Saturday8 am–8 pmSunday8 am–2 pmMonday8 am–8 pmTuesday8 am–8 pmWednesday8 am–8 pmThursday8 am–8 pmFriday8 am–8 pmSuggest new hours,,4.6,30,"·

Delivery
",,Operational,https://www.google.com/maps/place/Mathaji+Hardware/data=!4m7!3m6!1s0x3bae152c86c4e95b:0x49fb467145839cbc!8m2!3d12.9323018!4d77.612673!16s%2Fg%2F11vz7cjm6h!19sChIJW-nEhiwVrjsRvJyDRXFG-0k?authuser=0&hl=en&rclk=1,2026-08-08T02:59:29.757428
Asian Paints Beautiful Homes Painting Service,Painter,"MATHAJI HARDWAREAND PAINTS [MPG, MANIRAJ BUILDING, MAIN ROAD, Vignan Nagar, MANGAMANPALYA, Bengaluru, Karnataka 560075",Bangalore,Karnataka,560075,12.9724158,77.6795939,08071681760,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,15,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.9724158,77.6795939,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1181a6b16b7f:0xc800bb36388ce2cf!8m2!3d12.9724158!4d77.6795939!16s%2Fg%2F11vw_g9p0c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:35.812653
"APNA PAINTER SERVICE BANGALORE- INDIA,NO :1 PAINTING CONTRACTOR",Painter,"Star Complex, 17/1, behind Anna Maria public school, R.t.nagar, bhuvaneshwari Nagar, Padarayana Pura, Bengaluru, Karnataka 560032",Bangalore,Karnataka,560032,12.9642823,77.5515975,09844193923,https://apna-painter-service.grexa.site/,,Saturday9 am–7 pmSunday9:30 am–3 pmMonday9 am–7 pmTuesday9 am–7 pmWednesday9 am–7 pmThursday9 am–7 pmFriday9 am–7 pmSuggest new hours,,5.0,3,,,Operational,"https://www.google.com/maps/place/APNA+PAINTER+SERVICE+BANGALORE-+INDIA,NO+:1+PAINTING+CONTRACTOR/@12.9642823,77.5515975,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3faf2105566d:0x3a78234bcff5ee50!8m2!3d12.9642823!4d77.5515975!16s%2Fg%2F11lczghtfh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:42.227637
Artonido,Arts organization,"Zuzuvadi, Madiwala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.9260918,77.6154673,,,,,,5.0,28,,,Operational,"https://www.google.com/maps/place/Artonido/@12.9260918,77.6154673,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae153eee69c9c3:0xd24fd859b85764a6!8m2!3d12.9260918!4d77.6154673!16s%2Fg%2F11zjql5v4r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:52.642756
Mr.Painter Color Service,Painting,"5th Main, Padmeshwari Nagar, Kithaganur Main Rd, KR Puram, Kithiganur, Karnataka 560036",Bangalore,Karnataka,560036,13.0323764,77.7110002,08884195665,https://www.mrpaintercolorservice.com/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,36,,,Operational,"https://www.google.com/maps/place/Mr.Painter+Color+Service/@13.0323764,77.7110002,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11b9341795ab:0x7b248c0d866e0022!8m2!3d13.0323764!4d77.7110002!16s%2Fg%2F11wj3kgkzm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T02:59:58.755048
Shades Creative Learning,Art school,"50, 1st A Main Rd, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095",Bangalore,Karnataka,560095,12.9367112,77.615106,09886486949,http://www.shadescreativelearning.com/,,,,4.8,56,,,Operational,"https://www.google.com/maps/place/Shades+Creative+Learning/@12.9367112,77.615106,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae144e5db7aead:0x1593f897c7c2ae32!8m2!3d12.9367112!4d77.615106!16s%2Fg%2F1q69m90rc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:03.952230
Asian Paints Beautiful Homes Painting Service,Painter,"1 Ramaiah Lane, Church St, Murugeshpalya, Bengaluru, Karnataka 560017",Bangalore,Karnataka,560017,12.956359,77.654756,09343798268,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.956359,77.654756,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13bdb677cf5f:0xe7585c5af3433907!8m2!3d12.956359!4d77.654756!16s%2Fg%2F11mlvycnk2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:12.602656
Asian Paints Beautiful Homes Painting Service,Painter,"G FLOOR, NO9, 2 AND 3, RAMDEV HARDWARE AND SANITARY SHOP NO,1, Hosahalli, Karnataka 560109",Bangalore,Karnataka,560109,12.87628,77.52994,08071683370,https://www.asianpaints.com/gbp-campaign/asian-paints-safe-painting-service.html,,Saturday10 am–9:30 pmSunday10 am–9:30 pmMonday10 am–9:30 pmTuesday10 am–9:30 pmWednesday10 am–9:30 pmThursday10 am–9:30 pmFriday10 am–9:30 pmSuggest new hours,,5.0,19,,,Operational,"https://www.google.com/maps/place/Asian+Paints+Beautiful+Homes+Painting+Service/@12.87628,77.52994,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f8231cd5379:0x7190a08df89e88c1!8m2!3d12.87628!4d77.52994!16s%2Fg%2F11wc3hkfph?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:19.044330
IRA Art Gallery And Painting Class,Art gallery,"3rd Floor, 17,Apoorva Building, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9167527,77.6047913,09611244615,,,Saturday10:30 am–5:30 pmSunday10:30 am–5:30 pmMonday10:30 am–5:30 pmTuesday10:30 am–5:30 pmWednesday10:30 am–5:30 pmThursday10:30 am–5:30 pmFriday10:30 am–5:30 pmSuggest new hours,,4.7,42,,,Operational,"https://www.google.com/maps/place/IRA+Art+Gallery+And+Painting+Class/@12.9167527,77.6047913,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae14fbf0f8cb67:0x899bda3cbf50805e!8m2!3d12.9167527!4d77.6047913!16s%2Fg%2F11f2p024h6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:26.770472
PnS Events for you,Balloon artist,"63,3rd cross, 1st Main Rd, Venkateshwara Layout, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9332816,77.6072311,09742949495,https://youtube.com/@prakashraj3832,,,,4.9,9,,,Operational,"https://www.google.com/maps/place/PnS+Events+for+you/@12.9332816,77.6072311,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15051862ec85:0x746830cb15d66838!8m2!3d12.9332816!4d77.6072311!16s%2Fg%2F11h41ydllb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:34.188353
SS PAINTERS & DECORATOR,Painter,"Devasandra Extension, Krishnarajapuram, Bengaluru, Karnataka 560036",Bangalore,Karnataka,560036,13.008385,77.696008,08292684022,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,4,,,Operational,"https://www.google.com/maps/place/SS+PAINTERS+%26+DECORATOR/@13.008385,77.696008,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11176a5ce01d:0xa425ab0c7f7404ef!8m2!3d13.008385!4d77.696008!16s%2Fg%2F11z2kb7kb_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:41.512986
Paint & Painter,Painter,,Bangalore,Karnataka,,12.9147185,77.7060029,07975053479,https://paintandpainter.com/,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,4.9,18,,,Operational,"https://www.google.com/maps/place/Paint+%26+Painter/@12.9147185,77.7060029,12z/data=!3m1!4b1!4m6!3m5!1s0x4f925dcc1d16df2b:0x21f796c19c7a00dd!8m2!3d12.9147185!4d77.706003!16s%2Fg%2F11z8h9bfnm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:50.368868
Xpert,Painter,"424-436, 15th Cross Rd, Dargah Mohalla, Jyothi Puram, Dooravani Nagar, Bengaluru, Karnataka 560016",Bangalore,Karnataka,560016,12.9994948,77.6729427,07899956304,,,Saturday9 am–5 pmSunday9 am–5 pmMonday9 am–5 pmTuesday9 am–5 pmWednesday9 am–5 pmThursday9 am–5 pmFriday9 am–5 pmSuggest new hours,,4.7,50,,,Operational,"https://www.google.com/maps/place/Xpert/@12.9994948,77.6729427,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11fbc94d6043:0x88f6a1184107d7d7!8m2!3d12.9994948!4d77.6729427!16s%2Fg%2F11pdwdxcnw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:00:58.540950
Beautiful Homes Service by Asian Paints,Interior designer,"Asian Paints Ltd, 139, 1st Cross Rd, near 4th Floor, Collab 24, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034",Bangalore,Karnataka,560034,12.9254237,77.6356285,18002095678,https://www.beautifulhomes.com/,,Saturday9 am–7 pmSundayClosedMonday9 am–7 pmTuesday9 am–7 pmWednesday9 am–7 pmThursday9 am–7 pmFriday9 am–7 pmSuggest new hours,False,4.5,105,,,Operational,"https://www.google.com/maps/place/Beautiful+Homes+Service+by+Asian+Paints/@12.9254237,77.6356285,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15117899cfd7:0x6be66cd52e71722a!8m2!3d12.9254237!4d77.6356285!16s%2Fg%2F11vrcj2k1p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:05.173602
SAP Painting And Decorating,Painter,"8-1, 2nd Cross Rd, Cholur Palya, Vijayanagar, Bengaluru, Karnataka 560023",Bangalore,Karnataka,560023,12.9718299,77.5505726,09880575848,,,Saturday8:30 am–8:30 pmSundayClosedMonday8:30 am–8:30 pmTuesday8:30 am–8:30 pmWednesday8:30 am–8:30 pmThursday8:30 am–8:30 pmFriday8:30 am–8:30 pmSuggest new hours,False,4.5,13,,,Operational,"https://www.google.com/maps/place/SAP+Painting+And+Decorating/@12.9718299,77.5505726,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3dfb4b78d515:0x1991f001dace49b2!8m2!3d12.9718299!4d77.5505726!16s%2Fg%2F11f24v4qj9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:12.991348
Sai Enterprises,Carpenter,"62/37, 3rd Main Rd, Bharathi Layout, Balaji Nagar, S.G. Palya, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9286374,77.6076839,09632336043,http://www.sairam.com/,,Saturday6 am–5:30 pmSunday6 am–5:30 pmMonday6 am–5:30 pmTuesday6 am–5:30 pmWednesday6 am–5:30 pmThursday6 am–5:30 pmFriday6 am–5:30 pmSuggest new hours,,5.0,2,,,Operational,"https://www.google.com/maps/place/Sai+Enterprises/@12.9286374,77.6076839,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae150a52d267af:0xadae2a63fae949e9!8m2!3d12.9286374!4d77.6076839!16s%2Fg%2F11wj2f36w5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:18.975438
NoBroker Painting Services in Bangalore,Painter,,Bangalore,Karnataka,,12.9776207,77.6526752,,https://www.nobroker.in/painting-services-in-bangalore,,Saturday8 am–8:30 pmSunday8 am–8:30 pmMonday8 am–8:30 pmTuesday8 am–8:30 pmWednesday8 am–8:30 pmThursday8 am–8:30 pmFriday8 am–8:30 pmSuggest new hours,,4.7,334,,,Operational,"https://www.google.com/maps/place/NoBroker+Painting+Services+in+Bangalore/@12.9776207,77.6526752,11z/data=!3m1!4b1!4m6!3m5!1s0x46cb7ad6767e1aff:0x7fba23b87bc8291!8m2!3d12.9776206!4d77.6526752!16s%2Fg%2F11j_2c2_4f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:29.503588
VG Events Balloon decoration in Bangalore,Party planner,"Tavarekere, Balaji Nagar, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560029,12.9258551,77.6076999,08147237434,https://wa.me/918147237434,,,,5.0,173,,,Operational,"https://www.google.com/maps/place/VG+Events+Balloon+decoration+in+Bangalore/@12.9258551,77.6076999,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1509b8964457:0x6f61541758ebd5ad!8m2!3d12.9258551!4d77.6076999!16s%2Fg%2F11j7vp3r85?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:36.678270
Home painting service Suhana enterprise.,Painting,"Vidyaranipura chikka baitheli, Bengaluru, Karnataka 560097",Bangalore,Karnataka,560097,13.007778,77.6363766,,https://suhanaenterprise-app.openweaver.com/home,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/Home+painting+service+Suhana+enterprise./@13.007778,77.6363766,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17a85aab3bb5:0x44e5f58ee011092b!8m2!3d13.007778!4d77.6363766!16s%2Fg%2F11z4g6wpc6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:46.616916
Leak Care Waterproofing Co.,Waterproofing service,"C/6 4th cross, Srinivasa Temple Rd, behind Madiwala, Maruti Nagar, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560068,12.9267861,77.6129154,09742076782,http://www.leakcarewaterproofing.com/,,Saturday6 am–10 pmSunday6 am–10 pmMonday6 am–10 pmTuesday6 am–10 pmWednesday6 am–10 pmThursday6 am–10 pmFriday6 am–10 pmSuggest new hours,,4.8,68,,,Operational,"https://www.google.com/maps/place/Leak+Care+Waterproofing+Co./@12.9267861,77.6129154,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15eddabe2a71:0xa073ddfde3de85fc!8m2!3d12.9267861!4d77.6129154!16s%2Fg%2F11mhxvp3jr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T03:01:53.494569
